sl no,work,status,year,garam,work type,Total
1065,_______ ______ _______ _ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892567435),,,,,
1066,_______ ______ _____ _ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.033
,(1504009014/IF/93393042892567436),,,,,
1067,_______ ______ _______ __ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892567438),,,,,
1068,_______ ______ ________ __ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892567439),,,,,
1069,_______ ______ _____ _ ____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892567441),,,,,
1070,_______ ______ ______ ________ _______ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568836),,,,,
1071,_______ ______ _________ _ ___________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568838),,,,,
1072,_______ ______ ________ __ ___________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568840),,,,,
1073,_______ ______ _______ ____ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568843),,,,,
1074,_______ ______ ________ _ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568844),,,,,
1075,_______ ______ ____ _ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568847),,,,,
1076,_______ ______ ______ _ _________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568850),,,,,
1077,_______ ______ _______ _ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568852),,,,,
1078,_______ ______ ______ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568854),,,,,
1079,_______ ______ _________ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568857),,,,,
1080,_______ ______ _____ __ ___________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892568859),,,,,
1081,_______ ______ ______ __ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569098),,,,,
1082,_______ ______ _______ _ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569100),,,,,
1083,_______ ______ ______ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569102),,,,,
1084,_______ ______ _______ __ _____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569103),,,,,
1085,_______ ______ _______ _______ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569143),,,,,
1086,_______ ______ _____ __ ________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569145),,,,,
1087,_______ ______ ________ __ ________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569147),,,,,
1088,_______ _______ _______ ____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569148),,,,,
1089,_______ ______ ________ ______ _____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569151),,,,,
1090,_______ ______ _______ __ _____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569152),,,,,
1091,_______ ______ ______ __ _____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569153),,,,,
1092,_______ ______ ______ _______ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569625),,,,,
1093,_______ ______ ______ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569627),,,,,
1094,_______ ______ ______ ____ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569634),,,,,
1095,_______ ______ _________ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569636),,,,,
1096,_______ ______ ____ ____ _____ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569637),,,,,
1097,_______ ______ _______ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569638),,,,,
1098,_______ ______ _______ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569639),,,,,
1099,_______ ______ _____ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569640),,,,,
1100,_______ ______ ______ __ _____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569641),,,,,
1101,_______ ______ _____ _______ ____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569644),,,,,
1102,_______ ______ _______ _ ____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569646),,,,,
1103,_______ ______ _______ _ ____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569647),,,,,
1104,_______ ______ ______ _ ____________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569648),,,,,
1105,_______ ______ ______ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569650),,,,,
1106,_______ ______ ________ _ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569651),,,,,
1107,_______ ______ _____ _ ________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569653),,,,,
1108,_______ ______ ________ __ ________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569654),,,,,
1109,_______ ______ ________ _ ______ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569655),,,,,
1110,_______ ______ _____ __ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.033
,(1504009014/IF/93393042892569656),,,,,
1111,_______ ______ ______ __ _______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569659),,,,,
1112,_______ ______ ________ _ _______ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569661),,,,,
1113,_______ ______ __________ _______ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569662),,,,,
1114,_______ ______ ________ _ _____ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569664),,,,,
1115,_______ ______ _____ _____ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569665),,,,,
1116,_______ ______ _______ _ ______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569667),,,,,
1117,_______ ______ _____ _ ______ ___ _____ ____ _____ _______,New,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569669),,,,,
1118,_______ ______ ________ __ ______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569670),,,,,
1119,_______ ______ ______ __ _____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569678),,,,,
1120,_______ ______ ________ ____ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569680),,,,,
1121,_______ ______ _________ ______ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569682),,,,,
1122,_______ ______ _______ ______ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569683),,,,,
1123,_______ ______ ___ _______ _____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569684),,,,,
1124,_______ ______ ______ _______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569686),,,,,
1125,_______ ______ _____ __ _______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569687),,,,,
1126,_______ ______ ________ _ ____ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569688),,,,,
1127,_______ ______ _____ ________ _________ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569689),,,,,
1128,_______ ______ _____ ___________ ___________ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569691),,,,,
1129,_______ ______ _____ _ ____ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569726),,,,,
1130,_______ ______ _______ __ ___________ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569727),,,,,
1131,_______ ______ _______ __ _____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569766),,,,,
1132,_______ ______ _____ _ _____ ___ ___ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569767),,,,,
1133,_______ ______ ______ ________ ____ ___ ___ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569841),,,,,
1134,_______ ______ ______ __ __________ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892569842),,,,,
1135,______ ______ _______ ______ _______ ___ ___ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569851),,,,,
1136,_______ ______ ________ __ ______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892569867),,,,,
1137,_______ ______ _____ __ ____ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892570121),,,,,
1138,_______ ______ ______ _ ____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892570520),,,,,
1139,_______ ______ _____ _ ______ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892570522),,,,,
1140,_______ ______ ______ _____ _____(_____) ___ ___ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892570524),,,,,
1141,_______ ______ _______ _______ ____ ___ _____ ____ _____ _______,Approved,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0
,(1504009014/IF/93393042892570526),,,,,
1142,_______ ______ ________ ______ ___________ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
,(1504009014/IF/93393042892570528),,,,,
1143,_______ ______ ______ __ _____________ ___ _____ ____ _____ _______,On Going,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0165
,(1504009014/IF/93393042892570584),,,,,
1144,_______ ______ _______ ______ ___________ ___ _____ ____ _____ _______,physical complete,2020-2021,Gram Panchayat,Works on Individuals Land (Category IV),0.0495
